Parkar Hospital,"828, Shivaji Nagar, Ratnagiri- 415612",Maharashtra,Ratnagiri,415612,02352 - 222942 / 220089,PHRIPL@GMAIL.COM
Parkash Hospital (A Multi Super Speciality Hospital,"G.T. ROAD, PUTLIGHAR, AMRITSAR",Punjab,Amritsar,143001,9417011077,PARKASHHOSPITALASR@GMAIL.COM
Parkash Multispeciality Hospital,"Sukhpura Chownk, Rohtak,",Haryana,Rohtak,124001,7206061835,PARKASHMULTISPECTIALTYHOSPITAL@GMAIL.COM
Parkview Super Speciality Hospital,"HB-36-A/4-36/A/5/1 SECTOR-III,SALT LAKE,KOLKATA-700106",West Bengal,Kolkata,700106,9866738721,INSURANCE@PARKVIEWHOSPITAL.IN
Parmar Hospital.,"L.T.ROAD, LONAVALA,DR PARMAR BUILDING",Maharashtra,Pune,410401,8390803254,HELPDESKPARMAR@GMAIL.COM
Parmar Nursing Home,"Bela Road, Ropar",Punjab,Ropar,140001,01881 - 220275 / 222225,OFFICE.PARMARHOSPITAL@GMAIL.COM
Parmeshwari Devi Hospital,B-Block. Plot No.-18 Masood Pur Main Road Market Opposite Lig Flats,Delhi,NEW DELHI,110070,9289596139,PARMESHWARIHOSPITAL.VASANTKUNJ@GMAIL.COM
Parnami Orthopaedic Hospital Joint Replacement,"A-15, Panchavati Opp Azad Pus Subzi Mandi Bus Stop, Delhi",Delhi,NORTH,110033,9953398851,PARNAMIORTHO@YAHOO.CO.IN
Parshwa Netralaya,"36, OPP AMBEDKAR MARKET, VIVEKANAND NAGAR",Maharashtra,Jalgaon,425001,9403096373,PARSHWANETRALAYA@GMAIL.COM
Parth Hospital,"Ramanagar, Sabarmah",Gujarat,Ahmedabad,380005,079 - 27501301 / 27509068,KHG1958@YAHOO.COM
Parth Orthopedic & Surgical Hospital,"E-408-411, GALAXY ARCADE, NEAR GALAXY CINEMA NARODA",Gujarat,Ahmedabad,382330,0,PARTHHOSPITAL19@GMAIL.COM
Parul Hospital Pvt Ltd," Hig-2, Ankur Colony, Shivagi Nagar, Bhopal, Bhopal, Madhya Pradesh-462016",Madhya Pradesh,Bhopal,462016,755255769,PARULHOSPITAL123@GMAIL.COM
Parul Sevashram Hospital,"At.po: Limda , Ta: Waghodia,Dist: Vadodara-391760",Gujarat,Vadodara,391760,9879185000,PSH@PARULUNIVERSITY.AC.IN
Parulekar Hospital,"Vikas Niketan, Plot No.8/3-A, Sector-6, Near Siemens Quarters,",Maharashtra,Thane,400708,27699779,HOSPITALPARULEKAR@YAHOO.IN
Parvathamma Mahadevagouda Heggeri Hospital,"# 39/40, Vidya Nagar West (Shivaji Nagar 4Th Cross) Haveri 581110",Karnataka,Haveri,581110,9902800108,HEGGERIHOSPITAL@GMAIL.COM
Parvathi Multispeciality Hospital,"E-30, 31 Vikrampuri Colony, Near Secundrabad Club, Secunderabad",Telangana,Hyderabad,500003,4027849244,chundrud@yahoo.com
Parvathy Nursing Home,"20/A, AnnaSalai, Viyasarajapuram,Kalakad",Tamil Nadu,Tirunelveli,627501,9443160616,PARVATHYNURSINGHOME75@GMAIL.COM
Parvathy Ortho Hospital Private Limited,"# 241, G.S.T. Road, (Near Mit), Chromepet",Tamil Nadu,Mylapore,600004,7299055607,insurance@parvathyhospital.com
Parvati Hospital Pvt Ltd,"126/50-A, Jahawar Lal Nehru Road, Tagore Town, Jawaharlal Nehru Road",Uttar Pradesh,Allahabad,211002,9919166222,parvatihospital1999@gmail.com
Parvati Multispeciality Hospital,KRISHNA VILAS ROAD  OPP IDEAL JAWA ROTARY SCHOOL NEAR METOPOLE  CIRCLE CHARARAJPURAM MYSORE 570005,Karnataka,Mysuru,570005,9035493279,insurancekvc@gmail.com
Parvati Nursing Home,"9,Pragaati Colony, Sendurwafa, Sakoli, Dist. Bhandara, Maharashtra-441802",Maharashtra,Sakoli,441802,6236778,PNHSINSURE@GMAIL.COM
Parvatibai Chavan Charitable Trust Hospital,"Yashwant Hospital Bldg, Datta Mandir Rd, off MG raod, Dhanukar wadi",Maharashtra,Mumbai,400067,29673891/ 29670028,pccttpa@gmail.com
Parveen Saini Hospital,"70-B, Taylor Road, Opp. Gandhi Grounds",Punjab,Amritsar,143001,1832210682,PARVEENSAINIHOSPITAL@YAHOO.CO.IN
Pashupatinath Hospital Pvt. Ltd.,"A-03/19 (S),Shilpanchal Read,",West Bengal,Kalyani,741235,9831470645,PASHUPATINATHHOSPITAL@GMAIL.COM
Pasricha Hospital And Maternity Home,"SHOP NO 1,2, IMPROVEMENT TRUST, BASAI ROAD, NEAR BHUTESHWAR MANDIR, GURGAON",Haryana,Gurgaon,122001,4118611,TPA.PASRICHAHOSPITAL@GMAIL.COM
Pasupuleti Nursing Home,4-370 INFRONT OF H P GAS NEAR RAVI GRIOUP OF THEATRES,Andhra Pradesh,Kadapa,516001,9848594897,pasupuletinursinghome@gmail.com
Pataria hospital,Axiom milan datta mandir road dhanukar wadi kandivali west,Maharashtra,Mumbai,400067,8655661621,PATARIACASHLESSKANDIVALI@GMAIL.COM
Pataskar Hospital,"C-Wing, Jay Ganesh Samrajay, Pune-Nashik Highway, Bhosari",Maharashtra,Pune,411039,9422033778,TPA.PATASKAR@GMAIL.COM
Patel Clinic,"KUBER APARTMENTS,A - JOSHI, ALI,NEAR CITY POLICE STATION,",Maharashtra,Navi mumbai,410206,8767302801,patelclinicinfo@gmail.com
Patel Hospital,"Plot-5,Sector 2, Tagore Road, Gandhidham, Kutch, Gujarat-370201",Gujarat,Gandhidham,370201,230202,PATELHOSPITAL.CASHLESS@GMAIL.COM
Patel Hospital,"Civil Lines, Civil Lines",Punjab,Jalandhar,144001,9316178741,TPA@PATELHOSPITAL.COM
Patel Hospital,"BHUJAINI,KHALILABAD SANT KABIR NAGAR",Uttar Pradesh,Sant Kabir Nagar,272175,297647,patelhospital1.tpa@gmail.com
Patel Icu And Multicare Hospital ,"Sai Heaven Complex, 107-112, Haridarsan Rd, nr. KHODAL FARM, New India Colony, Nikol, Ahmedabad, Gujarat 382350",Gujarat,Ahmedabad,382330,8849716813,TPAPATELICUANDMULTICARE@GMAIL.COM
Patel Multispeciality Hospital And Iccu,"OPP ITI, STATION ROAD, ANKLESHWAR",Gujarat,Ankleshwar,393001,9982965856,patelmultispecialityhospital@gmail.com
Patel Nursing Home,"B-Vishal Apartments, Sir H.V.Road, 1st Floor",Maharashtra,Mumbai,400069,022 - 26835108 / 26831836,DRPATEL@VSNL.COM
Patel S.M.H.Hospital & A.P. Medical College,gotwa,Uttar Pradesh,Basti,272001,,PATELSMHHOSPITAL.TPA@GMAIL.COM
Paterson Cancer Center,"No.175, N.S.K Salai",Tamil Nadu,Chennai,600026,44-24724232,pccinsurance2015@gmail.com
Pathak Hospital,KATCHEHRI ROAD MAINPURI	MAINPURI	UTTAR PRADESH 	205001,Uttar Pradesh,Mainpuri,205001,9759879796,pathakhosp.tpa@gmail.com
Pathway Hospital,"#1280, UTTARAHALLI KENGERI MAIN ROAD, CHANNASANDRA",Karnataka,Bengaluru,560098,9611155155,INSURANCE@PATHWAYHOSPITALS.COM
Pathyasathi Ayurveda,"Amarkuthi Prantik Road,Ballavpur Danga,P.O-Sriniketan,P.S-Santiniketan,Dist.-Birbhum,West Bengal",West Bengal,Birbhum,731236,7477797117,PATHYASATHIAYURVEDA@GMAIL.COM
Patiala Heart Institute(Unit Of G J Healthcare Pvt Ltd),"2 JAGDISH MARG, PATIALA, 147001",Punjab,Patiala,147003,2308030,PATIALAHEART.TPA@GMAIL.COM
Patiala Hospital,"511-E Azad Nagar, Sirhind Road",Punjab,Patiala,147004,0175 - 2366600 / 5080858,patialahosp@rediffmail.com
Patibandla Narayanaswamy Neurosciences Llp,"12.19-97, above max diagnostics center,kothapet",Andhra Pradesh,Guntur,522001,9133940759,INSURANCE.PNSLLP@GMAIL.COM
Patidar Hospital,"12, Kshapnak Marg Ghasmandi Squre",Madhya Pradesh,Ujjain,456001,9993236001,PATIDARHOSPITAL@GMAIL.COM
Patil Eye Hospital,"1st Floor, C-Wing, Jai Ganesh Samarajya Nasik Road, Panjarpol",Maharashtra,Pune,411039,7447446460,PATILEYEHOSPITAL99@GMAIL.COM
Patil Hospital,Boripardhi Kedgaon Choufula Road Tal Daund ,Maharashtra,Pune,412203,7083030675,patilhospitalkedgaon@gmail.com
Patil Hospital,Behind Tahashlil Office Khandre Galli Bhalki,Karnataka,Bidar,585328,9448403444,DRNITINPATIL76@GMAIL.COM
Patil Hospital,Sahakar Chowk Daund,Maharashtra,Pune,413801,9422312071,PATILHOSPITALDAUND@GMAIL.COM
Patil Hospital(No cashless for Medi Assist PSU Policies),"Kothi Chowk, Station Road",Maharashtra,Ahmednagar,414001,9881978747,PATILHOSPITAL1@GMAIL.COM
Patil Hospitalgeneral And Eye Hospital,"Main Road, Vitthalwadi, Akurdi Pune",Maharashtra,Pune,411035,9890367161,patil_hospital@yahoo.com
Patil Medicare Multispeciality Hospital,OPP. SIDDARAMESHWAR KALYAN MANTAPA,Karnataka,Bagalkot,587201,221933/221833,patilmedicarehospital@gmail.com
Patil Multispeciality Hospital Icu And Trauma Centre,Near yashraj appatrment mandavgan road shrigonda,Maharashtra,Ahmednagar,413701,9730734545,NA@GMAIL.COM
Patil Multispeciality Hospital Vijayapur,"Meenaxi Chowk ,Tilak Road",Karnataka,Vijayapura,586103,9986385644,VENKAT18MP@GMAIL.COM
Patil Nursing Home,"# 703, Ahok Nagar, Belgaum Dist",Karnataka,Nipani,531237,08338 - 221160,patsai@reddiffmail.com
Patil Nursing Home,K C Rani Road,Karnataka,Gadag,582101,9113024620,PATILHOSPITALGADAG@GMAIL.COM
Patil Ortho & Trauma Center ,"S No 33/A, Plot No 17,18,19,30,31,32. Near Darga, Nh 50, Ward No 07, Ilkal, Bagalkot Dist",Karnataka,Bagalkot,587125,200003,patilhospital21@gmail.com
Patil Orthopaedic Hospital,Chandani Chowk Shripad Nagar,Maharashtra,Ichalkaranji,416115,2425454,PATILORTHPEDIC@GMAIL.COM
Patki Hospital,"693 ,E ,3 Rd Lane Shshupuri Kolhapur",Maharashtra,Kolhapur,416001,9096333016,PATKIHOSPITAL.KOLHAPUR@GMAIL.COM
Patliputra Nursing Home,"Joraphatak Road, Joraphatak Road",Jharkhand,Dhanbad,826001,8578000052,PATLIPUTRANURSINGHOME@GMAIL.COM
Patna Cancer Centre & Multispeciality Hospital,"KHAJPURA AKASHWANI ROAD, BAILEY ROAD, PATNA -800014	PATNA	BIHAR	800014",Bihar,Rohtas,800014,8579018442,tpa.patnacancer@gmail.com
Patoria Eye Clinic,"301, Mahavir Niwas, Sector - 21",Maharashtra,Mumbai,400706,27729618,patoriaeye@gmail.com
Patwardhan Hospital Llp,BANSILAL NAGAR AURANGABD,Maharashtra,Aurangabad,431011,8087618780,PATWARDHANHOSPITAL99@GMAIL.COM
Pauls Hospital,"PAULS HOSPITAL,VATTEKATTU ROAD,COCHIN",Kerala,Paravur,682017,9446437198,PGDRPAUL@GMAIL.COM
Pavan Hospital,"#110, JJ TOWERS GANDHI NAGAR",Karnataka,Bengaluru,560064,9591969283,pavanhospitals123@gmail.com
Pavan Neuro & Super Speciality Hospital,"H.No.5-6-169 Opp.Kapila Hotel Lane, Saraswathi Nagar, Nizamabad, Nizamabad, Telangana, 503001",Telangana,Nizamabad,503001,9381943473,PAVANNEUROHOSPITALNIZAMABAD@GMAIL.COM
Pavan Padma Hospital,"2-8-86/5, MUKARAMPURA",Telangana,Karimnagar,505001,8977012361,PAVANPADMAHOSPITAL@GMAIL.COM
Pavan Sai Hospital,"Road No: 3, Rocktown Colony,",Telangana,Hyderabad,500068,9703212114,PAVANSAIHOSPITAL@GMAIL.COM
Pavana Hospital,"6TH CROSS, SHANKARAPURAM, BH ROAD",Karnataka,Tumkur,572102,2270100,pavanahospitals@gmail.com
Pavani Eye Hospital,"H.No.7-6-227, Near Old Bus Stand,",Telangana,Jagtial,505327,9849043300,PAVANIEYEHOSPITALINSURANCEDESK@GMAIL.COM
Pavani Multispeciality Hospital,"# 12/3/195,Sainagar",Andhra Pradesh,Anantapur,515001,9662736728,pavanihospital24@gmail.com
Pavithra Hospitals Pvt Ltd,"No.7, Ethiraj Swami Salai, Erukkenchery, Chennai",Tamil Nadu,Chennai,600118,4465175418,pavithrahospital@gmail.com
Pavithra Medical Centre,"321 A Thudiyalur Road, Chinnathadagam,641108",Tamil Nadu,Coimbatore,641108,2658888,PAVITHRAHOSPITALINSURANCE@GMAIL.COM
Pawal Polyclinic And Maternity Home,"201, 2Nd Floor, Shiva Complex Bldg, Plot No. 6 Road No 17, Sector 19, New Panvel (E)",Maharashtra,Raigad,410206,9324134361,ANANDPAWAL@GMAIL.COM
Pawan Hospital,"Samaypur Near Sec-56,Faridabad, Ballabhgarh Faridabad, Haryana",Haryana,Faridabad,121004,8368116021,PAWANHOSPITAL1@GMAIL.COM
Pawan Hospital,"Plot No.2, Jiwan nagar, Opp. Peer baba, sohna road NIT, Faridabad",Haryana,Faridabad,121001,9616339834,INFO@MEDSTARHOSPITAL.IN
Pawan Hospital Pvt Ltd,"27 , Govindpuri( E) New Ramgarh More , Amer Road",Rajasthan,Jaipur,302002,9829013080,PAWAN_AGARWAL6432@YAHOO.COM
Pawana Hospital,Somatane Phata Tal. Maval Somatane,Maharashtra,Somatane,410506,9822056717,pawanabilling@gmail.com
Pawar bal runganalaya and skin clinic,"Gut no 352,near NH 4 service road , shirwal , Khandala, Satara",Maharashtra,Satara,412801,9881263557,PAWARPEDHOSPITAL@GMAIL.COM
Pawar Hospital,"Shirala Naka, behind Central Bus stand, Islampur",Maharashtra,Sangli,415409,8308580146,pawarhospital8899@gmail.com
Pawar Hospital,"Shop No. 4, A Wing, Shankar Plaza, Karjat Road, Badlapur East 421503",Maharashtra,Thane,421503,8669107058,PAWARHOSPITAL2023@GMAIL.COM
Pawar Multispeciality Hospital And Diagnostic Centre Pvt Ltd ,"49/22, Balaginagar, Dhankawadi, Pune",Maharashtra,Dhankawadi,411043,2043720018,NPAWARHOSPITAL@YAHOO.CO.IN
Pawars Clinic,"B-1/184, Sector-G, Near Lda Stadium, Aliganj",Uttar Pradesh,Lucknow,226024,8400000530,pawarsclinic.2009@gmail.com
Payyannur Eye Care Private Limited,"Opposite Alinkel Theatre, N H Taliparamba, Kannur, Kerala, 670 141",Kerala,Kannur,670141,9447685727,PAYYANNUREYECAREPVTLTD@GMAIL.COM
Pc Memorial Hospital,"9, Gouri Nagar",Madhya Pradesh,Indore,452003,2553535,PCMEMORIYALHOSPITAL@GMAIL.COM
Peace Health Centre,"48h/5, Bypass Road, Near New Bus Stand",Tamil Nadu,Tirunelveli,627005,4622552137,peacehealthcentre@gmail.com
Peacock Hospitals Private Ltd,"No. 5, Arakkonam Road",Tamil Nadu,TIRUTTANI,631209,9962812889,peacockhospitals@gmail.com
Pearl Hospital,"Pearl Hospital, Pada South, Karunagappally, Kollam District, Kerala. Pin-690 518",Kerala,Kollam,690518,9495055247,pearlhospitalknply@gmail.com
Pearl Hospital,Rz 40 A Blok Gali No-2 Deenpur Extn.,Delhi,New Delhi,110043,64652340,PEARLHOSPITAL.DELHI@GMAIL.COM
Pearless Nursing Home,"Salgechia,Tamluk,Purba Medinipur",West Bengal,TAMLUK,721636,9609770181,PEARLESSNH21@GMAIL.COM
Peekay Eye Care Hospital,"Peekay Eye Care Hospital, Shoppers Mall ,Ncc Road, Near New Bus Stand",Kerala,Kannur,670101,7012571702,INFO@PEEKAYEYECAREHOSPITAL.COM
Peerless Hospital And B K Roy Research Centre,"360, Panchasayar, Kolkata",West Bengal,Kolkata,700094,9831046253,corporate@peerlesshospital.com
Peerless Hospital And City Diagnostic Centre,"223,C.R.Avenue(Near Girish Park Metro Stn.)Kolkata",West Bengal,Kolkata,700006,9038094125,PDC@PEERLESSHOSPITAL.COM
Pelican Hospital Pvt Ltd,"# 11/484-21C, 11Th Ward, Eluru Road, Nagavarappadu, Gudivada, Krihsna Dist",Andhra Pradesh,Gudivada,521301,242305,CASHLESS.PELICANHOSPITAL@GMAIL.COM
Pentagon hospital,"No.-114/3/2 & 114/4/5 Near Maruti Mandir, Bhumkar Chowk, Wakad , Pune- 411057",Maharashtra,Pune,411057,9607260202,PENTAGONHOSPITAL2@GMAIL.COM
Pentagon Super Speciality Hospital,"Sharda Business Hub, Gut No.22/P",Maharashtra,Aurangabad,431005,8208232640,PENTAGONHOSPITAL.INS@GMAIL.COM
Pentamed Hospital,"7, Local Shopping Cebntre, Derawal Nagar Ph-2",Delhi,NORTH,110009,011-47014701,PENTAMEDHOSPITAL@GMAIL.COM
People Care Multispeciality Hospital,Vishnu Mandir Road,Madhya Pradesh,Shivpuri,473551,9752153200,PEOPLEHOSPITALTPA@GMAIL.COM
People Tree Hospitals,"#2, Tumkur Road, Goraguntepalya",Karnataka,Bengaluru,560022,9900091881,INSURANCE@PEOPLETREEHOSPITALS.COM
People Tree Hospitals At Meenakshi,"No. 979, 25th Main Road Hanumanthnagar",Karnataka,Bengaluru,560050,8012655800,MEENAKSHIHOSPITALS@GMAIL.COM
Peoples Clinic,"27-31-15,Palaparthivari Street Opp Raghavaiah Park",Andhra Pradesh,Vijayawada,520002,5643318819,kiransvascular@gmail.com
Peoples General Hospital,HITECH-6 MALVIYA NAGAR BHOPAL-3,Madhya Pradesh,Bhopal,462003,07552764407,PGHOSPITAL_HITECH@YAHOO.COM
Peoples Heritage Hospital Limited,"7/52 A Jawahar Nagar , By Pass Road",Uttar Pradesh,Agra,282002,9319122030,hospital.heritage@gmail.com
Peoples Hospital,"5-79, M.G.Road, Patancheru, Patencheru",Telangana,Patencheru,502319,08455 - 242318,subba_naidu@yahoo.com
Peoples Hospital,"Plot 755,756,757, ",Telangana,Medchal-Malkajgiri,500090,7702460877,PEOPLESHOSPITAL.PRN@GMAIL.COM
Peoples Meditreat Pvt. Ltd.,"262,Netaji Subhas Road Howrah-711101",West Bengal,Howrah,711101,9051279355,PEOPLESMEDITREATPVTLTD@YAHOO.IN
Peoples Trauma And Emergency Hospital,"Door No 13-4-78, Old Club Road",Andhra Pradesh,Guntur,522001,9700458436,PEOPLESTRAUMAEMERGENCYHOSPITAL@GMAIL.COM
Perfect Eye Hospital,N.Z Nai Abadi,Madhya Pradesh,Mandsaur,458001,404532 / 356545,PEHMDS@GMAIL.COM
Perfect Vision Eye Hospital,"Plot No.7, Sec.27a, Delhi Mathura Rd.",Haryana,Faridabad,121002,0129 - 4108880 / 4108881 / 9871718880,TEAM@PERFECTWELLNESS.CO.IN
Peroor Medical Centre,"A K G Nagar Rd, Peroorkada P O",Kerala,Thiruvananthapuram,695005,0471 - 2539901,peroor.pmc@gmail.com
Perumalla Hospital,"H.No.5-8-219/3/1, Ansari Colony, Bottuguda, Nalgonda, Telangana- 508001",Telangana,Nalgonda,508001,9391337153,INSURANCE.PMHP@GMAIL.COM
Pesimsr,"Nalagampalli, Guduplli",Andhra Pradesh,Chittoor,517425,9701342719,CASHLESS@PESIMSR.PES.EDU
Petals Neo Care,VIJAYA DIAGNOSTICS COMPLEX,Telangana,Karimnagar,505001,9849435313,PETALSNEOCARE.NEWBORNHOSPITAL@GMAIL.COM
Petals Newborn & Children Hospital,"Bhimsen Bhawan Marg, Samta Colony,",Chhattisgarh,Raipur,492001,4917721,CORP.CHILDRENHOSPITALPETALS@GMAIL.COM
Pg Star Hospital,"# 8-9-16/16, RANGALA STREET, RAMANAIDU ROAD, VIZIANAGARAM",Andhra Pradesh,Vizianagaram,535001,08922-223444,pgstartpa@gmail.com
Phade Hospitalphade,Phade Hospital Near Sadubhau Chowk,Maharashtra,Solapur,413101,222752,RDPHADE@GMAIL.COM
Phaltan Lifeline Hospital ,MAHATMA PHULE CHOWK PHALTAN ,Maharashtra,PHALTAN,415523,222274,phaltanlifelinehospital@gmail.com
Pharande Eye Hospital And Phaco Center,"1st Floor, Anant Apartment, Beside Jagtap Hospital, Sinhagad, Road, Hingne Khurd, Pune.",Maharashtra,Pune,411051,20-24350273,PHARANDEEYEHOSPITAL@GMAIL.COM
Phatake Patil Hospital ,"SWASTIK CHOWK ,",Maharashtra,Ahmednagar,414001,2452140,PPHCASHLESS@GMAIL.COM
Phoeniex Hospital And Research Centre,"Opp. Oswal Wadi, Torrent Office,",Maharashtra,Thane,421302,9762266021,PHRC2022@GMAIL.COM
Phoenix Emergency And Critical Care Hospital,FIRST FLOOR SARVOPARI MALL BHUYANGDEV CIRCLE SOLA ROAD,Gujarat,Ahmedabad,380061,7069818724,cashless.phoenixhospitalsola@gmail.com
Phoenix Hospital,"G1-A, 2-A, SUKH SHANTI NAGAR NEAR BENGALI SQUARE INDORE",Madhya Pradesh,Indore,452016,4086444,PHOENIXHOSPITAL001@GMAIL.COM
Phoenix Hospital,"49a/163, Ac Banerjee Road, Tagore Town, Near Anand Bhawan And Infront Of Colonelganj Inter College",Uttar Pradesh,Allahabad,211002,9792103451,phoenixhospitalalld@gmail.com
Phoenix Hospital,"Opprhytham Soc, Near Kalewadi Phata, Thergaon, Pune",Maharashtra,Pune,411033,9822441349,info@phoenix-hospital.in
Phoenix Hospital,Durgapur Expressway Near Gobra crossing,West Bengal,Hooghly,712310,8336939900/01/05,phoenixhospital.srhcpl@gmail.com
Phoenix Hospital And Diagnostic Centre,"2, Motilal Colony, Nirmal Sengupta Sarani, (Near 2 No. Airport Gate)",West Bengal,Kolkata,700081,9830689356,PHOENIXHOSPITALDIAGCENTREPVT.2@GMAIL.COM
Phoenix Hospital And Icu,"Siddhivinayak Annex, Shruti Park Bus Stop, Highland Road, Dhokali Naka",Maharashtra,Thane,400607,7506394055,phoenixhospitalandicu17@gmail.com
Phoenix Hospital Naroda,"2Nd & 3Rd Floor, City Centre Arcade, Nr. Naroda Patia, Ahmedabad., Ahmedabad, Gujarat-380229",Gujarat,Ahmedabad,382330,8734900444,PHOENIXHOSPITALCASHLESS2021@GMAIL.COM
Phoenix hospitals,1st floor poonam residency2 chsl  holly cross road i c colony,Maharashtra,Mumbai,400103,7710016136,TPA.PHOENIXCARDIACHOSPITALS@GMAIL.COM
Phoenix Hospitals Pvt Ltd,"Padma Nagar Chiku Nagar Wadi, Borivali",Maharashtra,Mumbai,400092,9867330424,tpa.phoenixhospital@gmail.com
Phoenix Hospitals Pvt.Ltd.,"Block No 895/1789,",Maharashtra,Ulhasnagar,421005,8291812322,tpa.phoenixulhasnagar@gmail.com
PHOENIX MEDICAL CENTRE PVT. LTD.,"434/1, P.K.Guha Road, Dum Dum, Kolkata - 700028",West Bengal,North 24 Parganas,700028,9330379640,PMCCORPORATE2023@GMAIL.COM
"Phoenix Orthopedic Superspeciality Hospital

1st Floor, Ashirwad Complex, Central Bazar Ro","1St Floor, Ashirwad Complex, Central Bazar Road, Ramdaspeth, Nagpur-440010",Maharashtra,Nagpur,440010,0712-2448282,PHOENIXHOSPITALTPA841@GMAIL.COM
Phular Superspeciality Hospital,juran chhapra road no.02 muzaffarpur -842001,Bihar,Muzaffarpur,842001,6299423001,INSURANCEPHULAR@GMAIL.COM
Phull Neuro And Multispeciality Hospital,ADJOINING MAHARAJA YADVINDRA ENCLAVE NEAR PRTC WORKSHOP NABHA ROAD PATIALA PUNJAB,Punjab,Patiala,147001,1752222000,phullnabh@gmail.com
Pi Health Cancer Hospital (A Unit of B10 Health Organization Pvt Ltd),"Survey No 110, Phase IV, Plot 184, HIG-B, DLF Rd, Gachibowli Telangana 500032",Telangana,Ranga reddy,500032,9059009799,INFO@PICANCERHOSPITAL.AI
Pills Hospital,"70/53, Bharathi Road, Mahalingapuram, Pollachi",Tamil Nadu,Pollachi,642002,9095302514,PILLSHOSPITAL@GMAIL.COM
Pimprikar Hospital,"Chowk No. 5, Govind Nagar, Behind Hotel Prakash, Mumbai Agra Road",Maharashtra,Nashik,422009,2532471512,drmpimprikar@yahoo.co.in
Pinewood Hospital,"Swohid Moniram Dewan Nagar, Subochoni Road, Tinsukia, Assam",Assam,Tinsukia,786125,9859936524,PINEWOODHOSPITAL@YAHOO.IN
Pingolia Ent Centre,"D-43, Mahesh Nagar 80 Feet Rd Jaipur",Rajasthan,Jaipur,302015,9414171841,PINGOLIAENTCENTRE@GMAIL.COM
Pink Lotus Hospital And Sagavkar Infertility Centre,"Kolhapur Naka,Kolhapur Road ,Ichalkaranji",Maharashtra,Ichalkaranji,416115,2436275,pinklotushospital1234@gmail.com
Pinnacle Hospitals,"PLOT-NO10,11,&12,APIIC HEALTH CITY CHINA GADILI, ARILOVA,NEAR SAIBABA TEMPLE",Andhra Pradesh,Visakhapatnam,530040,9133353535,CH.INDIRA@PINNACLEHOSPITALS.COM
Pinnacle Orthocentre Llp,"1ST AND  2ND FLOR BLUE NILE, PANCGPAKHADDI, CHANDANWADI SIGNAL THANE WEST Thane",Maharashtra,Thane,400601,2254190001,PINNACLEORTHOCENTRE@GMAIL.COM
Pioneer Health Care,"101, Kalika Towers, Opp. Pratap Cinema, Kolbad,",Maharashtra,Thane,400601,69963888,PIONEERHEALTHCARE33@GMAIL.COM
Pioneer Hospital,"Diamond Commercial Complex, Somatne Phata",Maharashtra,Pune,410501,8237336060 / 02114221016  / 02114221012 / 82373361,hospitalpioneer@gmail.com
Pioneer Hospital,"Plot No. 152, Rd No. 7, Sector No.4, New Panvel ( E)",Maharashtra,Mumbai,410206,9930919631,bdbamane@yahoo.com
Pioneer Hospital Women And Child Care & Ivf Center,"3rd Floor, Aryan Plaza Sagar Sweets, Ashoka Marg, Nashik",Maharashtra,Nashik,422011,9850001462,SHAHU7099@GMAIL.COM
Pioneer Hospitals,"Plot No : 4&5,Hasthinapuram South, Nagarjuna Sagar Road,",Telangana,Ranga reddy,500079,9989476296,PIONEERINSURANCE737@GMAIL.COM
Pios Medilinks Pvt Ltd,"Near Zele Petrol Pump, Sangli Road Jaysigpur",Maharashtra,Jaysingpur,416101,2228673/2228674,patilpravin49@gmail.com
Pixel Eye Hospital,"Fourth floor, Commercial Complex ,PNR Highnest 1-2-22/PNRHN/3/B, Hyder Nagar Phase II, Kukatpally Housing Board Colony, Kukatpally near, near Dharma Reddy Colony, Hyderabad, Telangana 500085",Telangana,Hyderabad,500085,9014796602,INSURANCE.PIXELEYEHOSPITAL@GMAIL.COM
Piyush Hospital,"28, HARESHWAR NAGAR, RING ROAD",Maharashtra,Jalgaon,425001,5437432117,piyushhospitaljalgaon@gmail.com
Pk Das Institute Of Medical Science,"Vaniyamkulam, Ottapalam",Kerala,Ottapalam,679522,4662344500,cashless@pkdashospital.com
Pkc Hospital Andmedical Research Centre,"Plot No 57, Sector 15A",Maharashtra,Mumbai,400703,2262750100,billing@pkchospital.com
Platicare Hospital,Near Id Hospital,Goa,PONDA,403401,2313380,dr.amitnaik@gmail.com
Platinum Hospital,"Shri Sankalp Siddhi Complex, Opp Range Office Gokhiware Vasai (E)",Maharashtra,Mumbai,401208,9320835532/8097388039,TPA.VASAI@PLATINUMHOSPITALS.IN
Platinum Hospital,"Colours Space Shopping Mall, G-103, D D Upadhyay Marg , Mulund Check Naka , Mulund",Maharashtra,Mumbai,400080,9662736563,TPA@PLATINUMHOSPITALMULUND.IN
Platinum Hospital,"SEARVE NO 324,PLOT NO 2,DYANESHWAR NAGAR CHOWK,PATHARDI DEOLALI LINK ROAD,NASHIK422010",Maharashtra,Nashik,422010,9090131717,PLATINUMHOSPITALNASHIK@GMAIL.COM
Platinum Multispeciality Hospital,"Sai Priya Bldg, 1St Floor, Star Colony",Maharashtra,Thane,421201,9930922613,CASHLESSPLATINUMHOSP@GMAIL.COM
Plus Medicare Hospitals Pvt.Ltd. (A Unit Of Paras Health),"Durganag, Dalgate, Srinagar",Jammu Kashmir,Srinagar,190001,6006112316,TPA.SRINAGAR@PARASHOSPITALS.COM
